run,n_acciones,kge_mediano,weap_J1_gw_storage,weap_J2_unmet_ap,weap_J3_agri_value,weap_J4_supply_cost,weap_J51_mean_town_fail,weap_J52_worst_year_frac,weap_J6_coastal_salinity,mlp_J1_gw_storage,mlp_J2_unmet_ap,mlp_J3_agri_value,mlp_J4_supply_cost,mlp_J51_mean_town_fail,mlp_J52_worst_year_frac,mlp_J6_coastal_salinity
2223,3,0.8088039242415774,34109492.0,380628.125,48549158573.89692,45185274968.81781,,,0.8639578240364212,32909881.43917257,1384633.8595569984,45772543837.4804,39877819826.15539,,,0.8658654724062201
2224,3,0.7841552951965276,35131284.0,1.7839946746826172,52444364010.75474,51390647465.4901,,,0.8638008693529823,34875318.553604364,601452.7772456984,52144812393.94474,45240725566.1545,,,0.8663401899173451
2225,3,0.8192168343418329,33839748.0,1.7681273221969604,57075635149.86096,51151894840.28167,,,0.8639045382249977,33259495.10572528,755286.5616464823,55631809031.60628,44894807392.80358,,,0.8660727039457661
2226,2,0.8483658232873179,35361124.0,10289196.0,54521731713.5416,63695789420.42531,,,0.8637835811809134,34984141.85926152,9938354.58279057,54295690539.18465,59926056264.508316,,,0.8658156846736609
2227,2,0.86493138332697,33833044.0,22563088.0,59841398378.04738,61422057874.62077,,,0.8637066213956802,33052796.880596507,21903632.85483109,58158112252.48125,56599670449.569984,,,0.8654157305773568
2228,3,0.8129149870841337,35126712.0,548573.125,52842846205.00889,47659220916.583694,,,0.8637811406786903,34809375.26196502,1540963.7361844094,52511441245.46819,40834585265.05773,,,0.8661730380374016
2229,3,0.8319799591400208,34071712.0,1420179.75,56352169873.14496,46762176002.43887,,,0.863898601472702,33171475.93163927,2355777.7834779504,54713449848.52427,39481336034.29592,,,0.8659619906810441
2230,3,0.7795684572841364,35068944.0,136616.578125,44189833677.32175,42681928104.26561,,,0.8638772702346779,34494422.3842095,1057570.6800054542,42706023378.210075,37089154410.67032,,,0.8660610237131069
2231,3,0.8148366015743302,33796112.0,404537.15625,48818045873.261795,43142247606.06111,,,0.863957581125495,33017448.74021693,1312027.059773296,46169163467.04728,37127944728.546234,,,0.8662543797959846
2232,3,0.7878305948966173,35144096.0,0.6889553666114807,46858591144.635765,49422345544.33931,,,0.8637764058839282,34868531.83750248,507046.5273206996,45849013022.65936,44306361463.231415,,,0.8657410631806659
2233,4,0.8191189150007835,33786748.0,23023.87109375,50381326881.012695,49791439110.255165,,,0.8639037367810365,33237124.883490693,629838.0321136017,48122541391.99235,44172506576.59722,,,0.8658302257119199
2234,4,0.7698865750121096,35113804.0,29984.06640625,47262141564.89839,52786929040.398315,,,0.8638454493664918,34845459.964450136,643496.3462155297,46118251238.35821,46605718220.190636,,,0.865958641002525
2235,4,0.8218830564380222,33810092.0,330350.875,51874141454.91086,53450288896.15243,,,0.8638836074542332,33123521.71452667,1168940.6344800058,49736633266.76183,47281136000.23847,,,0.8657753953314715
2236,3,0.7991882448677294,35131584.0,791871.1875,48950001560.625824,58743268343.789894,,,0.8638362229194582,34808114.92091254,1705931.1367157293,47983860849.69203,54867846204.626205,,,0.864425881118472
2238,2,0.8438463545866237,35352656.0,15506886.0,54481461900.19701,89764622634.17825,,,0.863849104191781,34983086.388132714,17878328.215679195,53938934235.59512,85657765493.61543,,,0.8646384222793316
2239,2,0.8504493283691454,33879256.0,26106926.0,59770361914.96828,81765655869.77571,,,0.863740154125937,33093538.10396549,26288540.88718445,57900151286.31107,77563284409.36772,,,0.8642698969803175
2240,2,0.8102152850032769,35126292.0,1450952.25,54298125576.92201,50662494866.010895,,,0.8637835811809134,34904343.965691954,2743230.8960487675,54269762336.546524,43994162273.254364,,,0.8661238713874388
2241,3,0.836256028624778,33690556.0,3400463.75,59518846462.009186,50463621464.10949,,,0.8637066213956802,32866785.88925395,4481591.722217728,57979825272.02149,42604221314.33919,,,0.8657615058500057
2242,2,0.8281736397762745,35571632.0,0.05345127359032631,54549994733.067566,52886459689.569824,,,0.8637837997312775,35026027.06029667,696582.991529064,54568806930.51746,46468167149.37961,,,0.8665271652658074
2243,2,0.8355167255102202,34277680.0,0.04303252324461937,60299862974.38825,53238285279.01051,,,0.863701425463818,33497626.289142437,1357012.2242355184,58451321666.77631,46738244338.34065,,,0.8661440070398096
