objetivo,metrica,n_runs,mediana,p90,max,pct_dentro_tol
J1_gw_storage,relativo,49,0.016708347836516726,0.027759890440585383,0.03516940565480806,100.0
J2_unmet_ap,pp_demanda,49,0.013269436710121926,0.02114309035464613,0.03752454884755441,100.0
J3_agri_value,relativo,49,0.028166088688243163,0.05436691963052254,0.05768498740612625,85.71428571428571
J4_supply_cost,relativo,49,0.11290354721985138,0.14054224383818892,0.16783251702242205,8.16326530612245
J6_coastal_salinity,relativo,49,0.0022832024494004875,0.002780888788370837,0.0034815884385426977,100.0
