year,bcc_csm1_1,CanESM2,CESM1_CAM5,CSIRO_mk3L_1_2,CSIRO_MK3_6_0,CNRM_CM5,FGOALS_g2,GFDL_CM3,GISS_E2_H,GISS_E2_R,HadGEM2_ES,IPSL_CM5A_LR,IPSL_CM5A_MR,MIROC_ESM,MPI_ESM_LR,NorESM1_M
1850.0833,25.0242325544207,11.0090324816546,48.072204828826,NaN,7.41986932892132,73.0724409023692,67.2256995416939,NaN,177.999646411455,129.461216583625,NaN,38.9608703551955,84.0071017830476,142.446997155439,49.4355399332503,67.428491698371
1850.16663333333,26.9527831305668,10.088359238659,11.1542142095408,NaN,33.4660633464426,64.6005926231386,28.9532431586636,NaN,85.7552343984716,41.0038013345416,NaN,20.4474885614662,63.532902861469,39.9090953404285,32.6642426266128,20.8457304636637
1850.24996666667,27.0540107229652,51.5245026311622,6.6914744677812,NaN,24.7530418656924,43.3393964598837,43.7726780988594,NaN,106.415967704352,92.4789667183784,NaN,29.6911193909488,14.4633847440643,21.9561545477087,15.096535046486,22.6998323864407
1850.3333,86.5393611497129,52.573173960985,45.7539012439809,NaN,53.7761582506123,138.06648016032,67.1781167791597,NaN,109.145645021756,184.576060899834,NaN,40.9243780104271,119.77370528032,48.9381320587712,32.1799627227648,76.3867390950521
1850.41663333333,98.4143519707363,18.7353590931756,146.450230720336,NaN,16.0571221051995,105.870669854666,193.417638571546,NaN,259.342529291327,302.140085286862,NaN,104.150713164875,106.680265621418,54.4850746687281,54.1750119514867,145.581594679091
1850.49996666667,76.0605057982678,12.9063023924681,145.086413127416,NaN,18.9745777612276,20.9109944358681,134.58430425889,NaN,222.031372300625,253.665054187097,NaN,62.6034028976345,44.1724693722671,15.8137979241482,12.2933187870537,56.1104700300429
1850.5833,43.7106145234306,7.52338469520004,45.9397731217476,NaN,12.5012340340389,22.790772505731,82.8327080248072,NaN,125.733411689061,154.046313255388,NaN,31.8357559526815,40.8697648448023,13.9327293766861,6.11715132265095,71.3331883748372
1850.66663333333,14.1420356566662,9.15093422232317,41.8272525691503,NaN,10.224834722377,40.8335051089047,55.2024262515981,NaN,116.262318504706,90.1577331484552,NaN,13.8538887115682,20.3925848645637,18.1579055221104,5.13681006456779,44.9921436309814
1850.74996666667,22.6689064945694,12.7449689356295,48.8787462599982,NaN,7.15473485726096,100.112537376461,110.619786964202,NaN,213.698188564575,106.889613899181,NaN,13.4139352660667,20.9983584378008,17.2667689489501,8.63138043254615,42.743737326728
1850.8333,42.7987265387499,17.8033115270937,133.6149096131,NaN,9.69407537056733,205.579793525939,281.529711583382,NaN,291.839039543207,213.713612323296,NaN,32.0188466627872,54.4139630514005,29.9548966094736,3.5604601338032,150.314814249674
1850.91663333333,184.927235701741,61.7429022494772,177.966219321872,NaN,208.113172834282,140.954905453002,150.426521785706,NaN,186.120797428523,161.981524533797,NaN,44.5567192861334,42.2519942645834,43.1201141333981,52.4860973275218,190.101030137804
1850.99996666667,134.465553832534,35.8119293909,178.234074510551,NaN,30.9451583884217,101.88005383397,210.473314004358,NaN,208.029362663094,291.484862977032,NaN,169.540493768856,60.1886798350385,159.954218505609,48.7833209432288,131.587273491753
1851.0833,52.6950357835501,17.8007384100663,158.488218790904,59.4631147384643,7.59379197340138,52.0926936134714,147.593935584256,NaN,164.420212902312,209.099282404969,NaN,32.0147721009187,21.4227312085517,162.051224561066,49.221664474757,161.435481601291
1851.16663333333,46.5170953016147,35.3923591266678,40.8230143143238,18.8791058063507,9.48906337013898,49.6732409772531,122.185866867266,NaN,60.2716022860746,76.2585770172976,NaN,15.0821410773145,17.2351215452794,34.9531393133311,6.66843042346033,140.057489183214
1851.24996666667,35.4080354394078,72.3724227328673,14.3611452033421,20.8758260409037,22.1385048829813,55.2767844441762,80.1514121799514,NaN,42.1199779229734,61.4613785827061,NaN,21.2883097056035,64.3530576395425,65.894260395761,10.3918815371304,78.129633585612
1851.3333,94.508494299546,79.2341583265748,39.2865365917437,90.5495596991645,91.3539149435856,81.1539675014453,81.7805707408932,NaN,65.8057492580133,252.563719959878,NaN,57.01805084321,119.5243516762,104.922592387224,4.83056417546989,81.7592302958171
1851.41663333333,180.832464844747,34.368056982614,194.870502244659,36.65971104304,31.15101282652,181.143051796556,191.436246035814,NaN,247.552302311378,398.022521159469,NaN,93.6841100422317,92.7085180976538,52.3491716919929,79.9164130703763,165.625256432427
1851.49996666667,54.5133309134325,13.8611495750883,177.694010347339,5.83404157000283,16.8467509732583,131.240107273477,172.288115480376,NaN,265.458781698057,262.910211202245,NaN,46.01996916823,58.9128444085626,13.8698312915891,26.1828250066996,142.253169589572
1851.5833,10.9385865080649,10.5522472534617,39.5524492133051,2.26649628724489,13.4466309361146,24.9798800212216,77.3126749025798,NaN,148.555062087524,115.033901668382,NaN,53.3189568172594,28.3369278251343,17.2014249973588,5.50216350478309,64.7845884958903
1851.66663333333,14.2521105771517,13.8522762012703,62.4634788966699,2.30502593020598,8.51010492619472,32.6948905531428,61.0219258636948,NaN,110.0427837488,87.3280555953337,NaN,17.1432470759233,36.2854561853076,8.97817289230949,4.895762265861,55.3004688686795
1851.74996666667,65.6885759326021,18.4756551685797,49.3940870367983,8.02089172891445,5.00439042638231,56.6735206217205,69.5934209007843,NaN,198.181717264472,158.007993258087,NaN,22.7083608307366,32.7615184308121,10.101205894168,3.08757117201035,47.8562164306641
1851.8333,51.4166737397741,47.4953743592092,75.1179534937644,12.1248055232896,10.5463940047879,127.395784990599,190.065969833957,NaN,202.950533494374,195.264804460181,NaN,23.4856746251792,24.4657576739676,12.0448294586057,23.3385045042028,66.0872116088867
1851.91663333333,76.9227101313105,65.779280543491,95.0814300181003,85.9919700622559,98.4471914064825,112.812747159186,228.73245292148,NaN,171.9459713528,126.857119795076,NaN,44.7012449559643,66.9159442867739,21.9548658345981,39.0571390517932,152.108410305447
1851.99996666667,51.898779358031,42.8469449371585,135.088753382109,24.103563229243,22.9114815653705,109.261431751319,145.202288283302,NaN,252.842072750688,95.828513513971,NaN,66.9427012377464,117.753645338933,68.8675937889248,21.8977366420879,111.865645514594
1852.0833,29.4315313342164,33.9459445196333,88.4784795456861,99.2854326036241,13.7403839111025,4.77662204354202,69.514571846087,NaN,118.902921484007,140.261535566588,NaN,47.775283162543,39.3646840891744,70.5001401024572,100.004776388729,151.416666666667
1852.16663333333,15.9271069012881,47.7996631893962,51.0610807654982,49.9657894770304,49.0254502742521,28.6426849996159,96.0967313187923,NaN,85.2393600285325,62.5440963350412,NaN,60.0807586782876,64.1823672669259,101.737115069198,28.4740707412796,62.8602455986871
1852.24996666667,23.1006965751358,95.3862336101952,8.17571038134461,23.8586768507957,66.6085423625015,35.7326950116225,36.0068200295339,NaN,53.6545215590069,35.453243572852,NaN,47.1453422525398,36.647581641564,26.175812667148,22.0926259047434,95.1882019042969
1852.3333,60.289025652689,83.1384697767615,67.7827575042618,36.0982187059191,104.470419482795,32.5521366053816,113.708862619638,NaN,187.667791700165,69.0880921829697,NaN,138.464686540457,126.831078873,47.0946152955617,123.50345547235,131.651592254639
1852.41663333333,38.4030140666457,49.0740107220559,185.996105356079,56.3417025672065,86.4305203749866,194.575862826866,182.125611794942,NaN,254.924644603702,235.858004591455,NaN,137.488737141309,133.511916387137,39.3452765223613,60.2030211958714,65.6075021955702
1852.49996666667,35.2674150016447,12.3942029844195,110.477101577101,35.1563398838043,15.6065067896758,74.0037322227064,219.097538152893,NaN,171.013058039064,237.691828096585,NaN,23.3102874485606,65.4526072819745,18.6453509865509,8.38071056829789,50.4401997460259
1852.5833,25.4705332060222,8.8582277184495,57.0254542670923,1.89569095584253,14.3765731850476,51.0797608419642,101.684168670638,NaN,104.388425551805,158.825664839743,NaN,35.0011111728764,21.6657962164164,23.5408658852379,17.7728945135442,93.4078254699707
1852.66663333333,15.0601494420216,9.52453977460131,26.8481259697178,1.2827110644818,9.04647197715732,78.5792962212038,98.9855144908819,NaN,103.372302140836,65.9492491957026,NaN,31.6251212431002,21.947400293202,14.272326814506,6.16548143688078,37.2703603108724
1852.74996666667,24.3363712299853,15.2552237892475,35.3495991406344,1.84625421630012,4.25583324157845,249.292335706052,168.18705949707,NaN,163.143046249806,139.125327333765,NaN,19.2531158794547,19.1891339799933,11.8639521327059,2.38965295364694,54.447073618571
1852.8333,56.0234100689303,37.6570644051717,26.8947892042606,2.83646634221077,29.2646696711487,173.816125665359,328.832271315512,NaN,240.710324548458,210.147112526952,NaN,40.7955483143445,28.9178119194845,30.0343781312599,40.1053572094592,214.723102145725
1852.91663333333,246.071784470911,64.748863072161,68.8229932120833,11.5917152431276,219.088939007608,202.187732698741,239.737478565555,NaN,186.480101239736,181.383776289911,NaN,61.5849464769889,72.8056252773472,71.0039644293615,107.856121306985,197.062488132053
1852.99996666667,31.6670746153223,69.0707574962716,112.528042566699,59.4084122975667,74.7072309887812,81.3913998140754,196.003951611505,NaN,68.6324529713497,139.11226062065,NaN,80.0837480272401,61.5485107680915,96.546482812729,101.756319265727,201.640112982856
1853.0833,14.1105597171141,38.4463271169305,38.5859319347777,13.2172374725342,10.0382459350386,65.2830497075976,71.5286038415976,NaN,66.776515439812,86.654074137811,NaN,16.4794372630143,41.7075126311806,176.442655945996,78.9749723515308,224.874939812554
1853.16663333333,21.2415671469852,45.4647163492851,8.41463184284091,71.1934961213006,74.028193511853,281.970706180966,53.4714988978623,NaN,47.5733355882433,99.3864007461253,NaN,25.5887388357458,39.2922369825294,47.7257212555359,26.3898415752274,141.524033440484
1853.24996666667,15.7927021729727,208.161342279064,23.7820561143688,68.3590771092309,88.8393577275793,73.6147937034528,46.977323046643,NaN,38.3035737117486,62.3299803414596,NaN,38.0936472162612,56.8537470787272,59.4440056661501,25.9182880307318,46.6093296474881
1853.3333,49.4224606606816,56.6203773892706,80.4900224413792,57.9518015119764,87.7119250825126,96.1616222527764,156.73078399945,NaN,103.698436388279,230.838284055132,NaN,91.6609719514114,129.458428194163,23.0499880306386,41.597618361485,72.3105518552992
1853.41663333333,56.3150035334583,57.6473162764291,184.830054045993,70.4683181974623,77.4835654822561,232.965090120139,157.153638562044,NaN,300.843799414411,260.351197728326,NaN,140.828055658542,126.147708426942,28.3417354850461,45.245931705576,150.827374352349
1853.49996666667,35.3704537299504,16.4641027080207,86.3399535537607,3.65381439526876,36.4835674678032,77.1688219060332,152.20555807046,NaN,323.703340363876,357.024920543381,NaN,53.4065556698063,44.5528370520613,16.82510246185,29.0060874863586,122.29873614841
1853.5833,18.9585783317229,14.3467149328142,68.9373437489519,2.24129864821831,20.7566116389449,65.5490939369752,75.6278736220973,NaN,197.268152123866,134.102816333753,NaN,15.3617809465856,25.0569519952624,12.0130539326347,18.6978428771615,61.5864571465386
1853.66663333333,9.75594148184395,11.5268424397376,51.6960386715094,0.909987499316533,16.8308433462578,35.7388591505258,112.716680021354,NaN,122.752451896327,116.315929663458,NaN,13.4213051770217,24.9948006870219,7.19173246082829,8.49048373978001,43.4022413889567
1853.74996666667,21.4121069319562,40.5957081363562,49.3889881210077,9.45584464073181,15.4911454174129,85.7998391307701,110.840553334052,NaN,247.403808553103,183.705100199874,NaN,18.7532758818177,18.6829855584282,9.94560051070543,5.34993115817952,38.5233495500353
1853.8333,65.8782378760756,32.5216653556515,186.518364007481,17.0111050605774,18.9523284368385,87.8063083079909,183.090250585188,NaN,276.112858335293,246.368592217145,NaN,34.0669286106881,26.4890521691747,14.9529888873147,92.4175959375888,114.11607615153
